Reporting period,Organization,Organisation Type,Cluster,Main Activity,Implementing Partners,Type of Relief materials,Mode of delivery,Region,District,Pcode,Traditional_Authority,Village,Camp,Start_date,End_date,Status,Program Type,Total Beneficiaries,Total Male Beneficiaries,Total Female Beneficiaries,Beneficiary Type,Comment
30 Apr 2019,Malawi Red Cross Society,Red Cross Movement,Food Security,Food assistance,,Maize meal,in-kind,Southern Region,Zomba,MW303,TA Mwambo,,Mwaiwathu,10-Mar-19,,Completed,Emergency Response,40,,,All people at the Camp,
30 Apr 2019,WFP,UN Agency,Transport Logistics and Communication,Road Transport,,Transport from Lilongwe to Blantyre,in-kind,Southern Region,Blantyre,MW305,Blantyre,,,27-Mar-19,30-Apr-19,Completed,,,,,,
30 Apr 2019,WFP,UN Agency,Transport Logistics and Communication,Road Transport,,Transport from Blantyre to affected districts,in-kind,Southern Region,Chikwawa,MW310,,,,27-Mar-19,30-Apr-19,Completed,,,,,,
30 Apr 2019,WFP,UN Agency,Transport Logistics and Communication,Storage,,Storage available in Lilongwe,in-kind,Southern Region,Lilongwe,MW206,Lilongwe,,Lilongwe,27-Mar-19,30-Apr-19,Completed,,,,,,
30 Apr 2019,WFP,UN Agency,Transport Logistics and Communication,Storage,,Storage available in Blantyre,in-kind,Southern Region,Blantyre,MW305,Blantyre,,Blantyre,27-Mar-19,30-Apr-19,Completed,,,,,,
30 Apr 2019,WFP,UN Agency,Transport Logistics and Communication,Storage,,,in-kind,Southern Region,Nsanje,MW311,TA Ngabu,,TA Ngabu,27-Mar-19,30-Apr-19,Completed,,,,,,
30 Apr 2019,WFP,UN Agency,Transport Logistics and Communication,Storage,,,in-kind,Southern Region,Chikwawa,MW310,TA Makwhire,,TA Makwhire,27-Mar-19,30-Apr-19,Completed,,,,,,
30 Apr 2019,WFP,UN Agency,Transport Logistics and Communication,Storage,,,in-kind,Southern Region,Chikwawa,MW310,TA Maseya,,TA Maseya,27-Mar-19,30-Apr-19,Completed,,,,,,
30 Apr 2019,WFP,UN Agency,Transport Logistics and Communication,Boat Transport - Cargo and Passengers,,,in-kind,Southern Region,Chikwawa,MW310,,,,27-Mar-19,30-Apr-19,Completed,,,,,,Areas in Chikwawa district accesible only by boat
30 Apr 2019,WFP,UN Agency,Transport Logistics and Communication,Boat Transport - Cargo and Passengers,,,in-kind,Southern Region,Nsanje,MW311,,,,27-Mar-19,30-Apr-19,Completed,,,,,,Areas in Nsanje district accesible only by boat
30 Apr 2019,WFP,UN Agency,Transport Logistics and Communication,Coordination Hub,,Dedicated coordination and information hub established in Blantyre,in-kind,Southern Region,Blantyre,MW305,Blantyre,,,27-Mar-19,30-Apr-19,Completed,,,,,,
30 Apr 2019,WFP,UN Agency,Transport Logistics and Communication,Road Transport,,Transport from Blantyre to affected districts,in-kind,Southern Region,Machinga,MW302,,,,27-Mar-19,30-Apr-19,Completed,,,,,,
30 Apr 2019,WFP,UN Agency,Transport Logistics and Communication,Road Transport,,Transport from Blantyre to affected districts,in-kind,Southern Region,Mulanje,MW308,,,,27-Mar-19,30-Apr-19,Completed,,,,,,
30 Apr 2019,WFP,UN Agency,Transport Logistics and Communication,Road Transport,,Transport from Blantyre to affected districts,in-kind,Southern Region,Nsanje,MW311,,,,27-Mar-19,30-Apr-19,Completed,,,,,,
30 Apr 2019,WFP,UN Agency,Transport Logistics and Communication,Road Transport,,Transport from Blantyre to affected districts,in-kind,Southern Region,Phalombe,MW309,,,,27-Mar-19,30-Apr-19,Completed,,,,,,
30 Apr 2019,WFP,UN Agency,Transport Logistics and Communication,Road Transport,,Transport from Blantyre to affected districts,in-kind,Southern Region,Zomba,MW303,,,,27-Mar-19,30-Apr-19,Completed,,,,,,
30 Apr 2019,World Vision International,International NGO,Food Security,Food Assistance,,"1500 (10kgs) Maize flour packs, 300 bales Soya pieces",in-kind,Southern Region,Chikwawa,MW310,TA Ngabu,,,14-Mar-19,18-Mar-19,Completed,Emergency Response,7500,3600,3900,General Population,General Population
30 Apr 2019,World Vision International,International NGO,Food Security,Food Assistance,,"2342 (10kgs) Maize flour packs, 468 bales Soya pieces",in-kind,Southern Region,Neno,MW313,TA Symon,,,14-Mar-19,18-Mar-19,Completed,Emergency Response,11710,5621,6089,General Population,General Population
30 Apr 2019,World Vision International,International NGO,Food Security,Food Assistance,,"639 (10kgs) Maize flour, 128 bales Soya pieces",in-kind,Southern Region,Chiradzulu,MW304,TA Mpama,,,14-Mar-19,18-Mar-19,Completed,Emergency Response,3195,1534,1661,General Population,General Population
30 Apr 2019,World Vision International,International NGO,Food Security,Food Assistance,,"1,292 (10kgs) Maize flour & 258 bales Soya pieces",in-kind,Southern Region,Chiradzulu,MW304,TA Mpama,,,14-Mar-19,18-Mar-19,Completed,Emergency Response,6460,3101,3359,General Population,General Population
30 Apr 2019,World Vision International,International NGO,Food Security,Food Assistance,,"2,434 (10kgs) maize flour & 486 bales Soya pieces",in-kind,Southern Region,Zomba,MW303,TA Mlumbe,,,14-Mar-19,18-Mar-19,Completed,Emergency Response,2434,1168,1266,General Population,General Population
30 Apr 2019,World Vision International,International NGO,Food Security,Food Assistance,,961 (10kgs) maize flour & 192 bales Soya pieces,in-kind,Southern Region,Machinga,MW302,TA Mposa,,,14-Mar-19,18-Mar-19,Completed,Emergency Response,4805,2306,2499,General Population,General Population
30 Apr 2019,World Vision International,International NGO,Food Security,Food Assistance,,573 (10 kgs) maize flour & 115 bales Soya pieces,in-kind,Southern Region,Machinga,MW302,TA Chamba,,,14-Mar-19,18-Mar-19,Completed,Emergency Response,2865,1375,1490,General Population,General Population
30 Apr 2019,World Vision International,International NGO,Food Security,Food Assistance,,"1,528 (10 kgs) maize flour & 305 bales Soya pieces",in-kind,Southern Region,Mulanje,MW308,Laston Njema,,,14-Mar-19,18-Mar-19,Completed,Emergency Response,7640,3667,3973,General Population,General Population
30 Apr 2019,World Vision International,International NGO,Food Security,Food Assistance,,"685 (10 kgs) maize flour, 86 bales soya pieces",in-kind,Southern Region,Phalombe,MW309,TA Mkhumba,,,14-Mar-19,18-Mar-19,Completed,Emergency Response,3425,1644,1781,General Population,General Population
30 Apr 2019,World Vision International,International NGO,Food Security,Food Assistance,,1253 (10 kgs) maize flour & 250 bales soya pieces,in-kind,Southern Region,Mulanje,MW308,TA Nkanda,,,14-Mar-19,18-Mar-19,Completed,Emergency Response,6265,3007,3258,General Population,General Population
30 Apr 2019,World Vision International,International NGO,Food Security,Food Assistance,,981 (10 kgs) maize flour & 196 bales soya pieces,in-kind,Southern Region,Balaka,MW312,TA Msamala,,,14-Mar-19,18-Mar-19,Completed,Emergency Response,4905,2354,2551,General Population,General Population
30 Apr 2019,World Vision International,International NGO,Food Security,Food Assistance,,141 (10kgs) Maize flour & 28 bales Soya pieces,in-kind,Central Region,Ntcheu,MW209,TA Phambala,,,14-Mar-19,18-Mar-19,Completed,Emergency Response,705,338,367,General Population,General Population
30 Apr 2019,World Vision International,International NGO,Food Security,Food Assistance,,309 (10kgs) Maize flour & 62 bales Soya pieces,in-kind,Central Region,Ntcheu,MW209,STA Goodson Ganya,,,14-Mar-19,18-Mar-19,Completed,Emergency Response,1545,742,803,General Population,General Population
30 Apr 2019,World Vision International,International NGO,Food Security,Food Assistance,,1839 (10 kgs) maize flour & 368 bales soya pieces and,in-kind,Central Region,Dedza,MW208,TA Tambala,,,14-Mar-19,18-Mar-19,Completed,Emergency Response,9195,4414,4781,General Population,General Population
30 Apr 2019,World Vision International,International NGO,Food Security,Food Assistance,,"1104 (20kgs) maize flour, 221 bales soya pieces",in-kind,Southern Region,Phalombe,MW309,TA Mkhumba,,,14-Mar-19,18-Mar-19,Completed,Emergency Response,5520,2650,2870,General Population,General Population
30 Apr 2019,Story Workshop Educational Trust (SWET),National/Local NGO,Nutrition,"Disaster Preparedness, Response and Management",,"C4D, Capacity Building, Networking and collaboration, Advocacy",in-kind,Southern Region,Zomba,MW303,,,,8-Apr-19,31-Jul-19,Ongoing,,,,,"Children, men, women, communit & traditional civil protection committees",
30 Apr 2019,Story Workshop Educational Trust (SWET),National/Local NGO,Nutrition,"Disaster Preparedness, Response and Management",,"C4D, Capacity Building, Networking and collaboration, Advocacy",in-kind,Southern Region,Chikwawa,MW310,,,,8-Apr-19,31-Jul-19,Ongoing,,,,,"Children, men, women, communit & traditional civil protection committees",
30 Apr 2019,Story Workshop Educational Trust (SWET),National/Local NGO,Nutrition,"Disaster Preparedness, Response and Management",,"C4D, Capacity Building, Networking and collaboration, Advocacy",in-kind,Southern Region,Machinga,MW302,,,,8-Apr-19,31-Jul-19,Ongoing,,,,,"Children, men, women, communit & traditional civil protection committees",
30 Apr 2019,Story Workshop Educational Trust (SWET),National/Local NGO,Nutrition,"Disaster Preparedness, Response and Management",,"C4D, Capacity Building, Networking and collaboration, Advocacy",in-kind,Southern Region,Mulanje,MW308,,,,8-Apr-19,31-Jul-19,Ongoing,,,,,"Children, men, women, communit & traditional civil protection committees",
30 Apr 2019,Story Workshop Educational Trust (SWET),National/Local NGO,Nutrition,"Disaster Preparedness, Response and Management",,"C4D, Capacity Building, Networking and collaboration, Advocacy",in-kind,Southern Region,Nsanje,MW311,,,,8-Apr-19,31-Jul-19,Ongoing,,,,,"Children, men, women, communit & traditional civil protection committees",
30 Apr 2019,Story Workshop Educational Trust (SWET),National/Local NGO,Nutrition,"Disaster Preparedness, Response and Management",,"C4D, Capacity Building, Networking and collaboration, Advocacy",in-kind,Southern Region,Phalombe,MW309,,,,8-Apr-19,31-Jul-19,Ongoing,,,,,"Children, men, women, communit & traditional civil protection committees",
30 Apr 2019,Catholic Relief Services,International NGO,Nutrition,UBALE Project,Save the Children,"Participation in district assesssments; Health, nutrition and WASH education to caregivers and households through care groups; active case finding of the malnourished; Community-led complementary feeding and learning sessions; Nutrition fairs; food processing and presevation sessions",in-kind,Southern Region,Blantyre,MW305,,,,1-Oct-18,30-Sep-19,Ongoing,Resilience,,,,"PLW, CU2,",
30 Apr 2019,Catholic Relief Services,International NGO,Nutrition,UBALE Project,Chikwawa Diocese CADECOM,"Participation in district assesssments; Health, nutrition and WASH education to caregivers and households through care groups; active case finding of the malnourished; Community-led complementary feeding and learning sessions; Nutrition fairs; food processing and presevation sessions",in-kind,Southern Region,Chikwawa,MW310,,,,1-Oct-18,30-Sep-19,Ongoing,Resilience,,,,"PLW, CU2,",
30 Apr 2019,Catholic Relief Services,International NGO,Nutrition,UBALE Project,CARE Malawi,"Participation in district assesssments; Health, nutrition and WASH education to caregivers and households through care groups; active case finding of the malnourished; Community-led complementary feeding and learning sessions; Nutrition fairs; food processing and presevation sessions",in-kind,Southern Region,Nsanje,MW311,,,,1-Oct-18,30-Sep-19,Ongoing,Resilience,,,,"PLW, CU2,",
30 Apr 2019,Save the Children,International NGO,Nutrition,"Mass campaign - Hygiene Promotion, Water treatment using water guard",DHO,,,Southern Region,Chikwawa,MW310,Lundu,,,,,Completed,Emergency Response,,,,,
30 Apr 2019,Save the Children,International NGO,Nutrition,"Mass campaign - Hygiene Promotion, Water treatment using water guard",DHO,,,Southern Region,Chikwawa,MW310,Ngabu,,,,,Ongoing,,,,,,
30 Apr 2019,Save the Children,International NGO,Nutrition,"Mass campaign - Hygiene Promotion, Water treatment using water guard",DHO,,,Southern Region,Chikwawa,MW310,Chapananga,,,1-Mar-19,31-May-19,Ongoing,Resilience,,,,,
30 Apr 2019,Save the Children,International NGO,Nutrition,"distribution of maize flour, CSP, soya pieces, beans, cooking oil",DHO,,,Southern Region,Zomba,MW303,TA Mwambo,,,1-Mar-19,31-May-19,Ongoing,Resilience,,,,,
30 Apr 2019,Save the Children,International NGO,Nutrition,"distribution of maize flour, CSP, soya pieces, beans, cooking oil",DHO,,,Southern Region,Zomba,MW303,TA Chikowi,,,1-Mar-19,31-May-19,Ongoing,Resilience,,,,,
30 Apr 2019,Save the Children,International NGO,Nutrition,"distribution of maize flour, CSP, soya pieces, beans, cooking oil",DHO,,,Southern Region,Zomba,MW303,STA Mbiza,,,16-Mar-19,,Ongoing,,,,,,
30 Apr 2019,Save the Children,International NGO,Nutrition,"distribution of maize flour, CSP, soya pieces, beans, cooking oil",DHO,,,Southern Region,Zomba,MW303,STA Mbiza,,,16-Mar-19,,Ongoing,,,,,,
30 Apr 2019,Save the Children,International NGO,Nutrition,"distribution of maize flour, CSP, soya pieces, beans, cooking oil",DHO,,,Southern Region,Zomba,MW303,STA Mbiza,,,16-Mar-19,,Ongoing,,,,,,
30 Apr 2019,Save the Children,International NGO,Nutrition,"distribution of maize flour, CSP, soya pieces, beans, cooking oil",DHO,,,Southern Region,Zomba,MW303,STA Mbiza,,,16-Mar-19,,Ongoing,,,,,,
30 Apr 2019,Save the Children,International NGO,Nutrition,"distribution of maize flour, CSP, soya pieces, beans, cooking oil",DHO,,in-kind,Southern Region,Zomba,MW303,STA Mbiza,,,16-Mar-19,,Completed,Emergency Response,,,,,
30 Apr 2019,Concern Worldwide,International NGO,Nutrition,Food Distribution,,"400 Maize Flour Grandmill 25kg pkts each, 400 Corn Soya Blend, 400 pckts of Beans 5kg each, 400 packets of Soya Pieces, 400 1kg packets of Salt, 400 bottles of Cooking Oil 2liters each,",in-kind,Southern Region,Nsanje,MW311,"TA Tengani, Ngabu, Chimombo, Ndamera",,,5-Apr-19,,Planned,Emergency Response,1800,,,IDPs,
30 Apr 2019,Concern Worldwide,International NGO,Nutrition,Food Distribution,,"2100 Maize Flour Grandmill 25kg pkts each, 2100 Corn Soya Blend, 2100 pckts of Beans 5kg each, 2100 packets of Soya Pieces, 2100 1kg packets of Salt, 2100 bottles of Cooking Oil 2liters each,",in-kind,Southern Region,Mangochi,MW301,SC Chowe,,,12-Apr-19,,Planned,Emergency Response,9450,,,IDPs and Affected HHs,
30 Apr 2019,Oxfam,International NGO,Water Sanitation and Hygiene (WASH),"Water Point Distribution (tank, installation and tapstand)",Oxfam,,in-kind,Southern Region,Phalombe,MW309,,,,11-Apr-19,11-Jun-19,Ongoing,Emergency Response,,,,,
30 Apr 2019,Oxfam,International NGO,Water Sanitation and Hygiene (WASH),Water trucking (3 trucks),,,in-kind,Southern Region,Phalombe,MW309,,,,11-Apr-19,11-Jun-19,Ongoing,Emergency Response,,,,,
30 Apr 2019,Oxfam,International NGO,Water Sanitation and Hygiene (WASH),Emergency latrines,,,in-kind,Southern Region,Phalombe,MW309,,,,11-Apr-19,11-Jun-19,Ongoing,Early Recovery,,,,,
30 Apr 2019,Oxfam,International NGO,Water Sanitation and Hygiene (WASH),rehabiliation borehole,,,in-kind,Southern Region,Phalombe,MW309,,,,11-Apr-19,11-Jun-19,Ongoing,Early Recovery,,,,,
30 Apr 2019,Oxfam,International NGO,Water Sanitation and Hygiene (WASH),drilling borehole,,,in-kind,Southern Region,Phalombe,MW309,,,,11-Apr-19,11-Jun-19,Ongoing,Early Recovery,,,,,
30 Apr 2019,Oxfam,International NGO,Water Sanitation and Hygiene (WASH),installation of water network (5 water points),,,in-kind,Southern Region,Phalombe,MW309,,,,11-Apr-19,11-Jun-19,Ongoing,Emergency Response,,,,,
30 Apr 2019,Oxfam,International NGO,Water Sanitation and Hygiene (WASH),Hygiene kits,,,in-kind,Southern Region,Phalombe,MW309,,,,11-Apr-19,11-Jun-19,Ongoing,Emergency Response,6250,,,,
30 Apr 2019,Oxfam,International NGO,Water Sanitation and Hygiene (WASH),Dignity kits,,,in-kind,Southern Region,Phalombe,MW309,,,,11-Apr-19,11-Jun-19,Ongoing,Emergency Response,,,,,
30 Apr 2019,Oxfam,International NGO,Water Sanitation and Hygiene (WASH),soap distribution,,,in-kind,Southern Region,Phalombe,MW309,,,,11-Apr-19,11-Jun-19,Ongoing,Emergency Response,,,,,
30 Apr 2019,Oxfam,International NGO,Water Sanitation and Hygiene (WASH),Awareness campaign,,,in-kind,Southern Region,Phalombe,MW309,,,,11-Apr-19,11-Jun-19,Ongoing,Emergency Response,,,,,
30 Apr 2019,Oxfam,International NGO,Water Sanitation and Hygiene (WASH),IEC Material,,,in-kind,Southern Region,Phalombe,MW309,,,,11-Apr-19,11-Jun-19,Ongoing,Emergency Response,,,,,
30 Apr 2019,Oxfam,International NGO,Water Sanitation and Hygiene (WASH),Community Based Volunteers (CBVs) supporting the WASH activities,,,in-kind,Southern Region,Phalombe,MW309,,,,11-Apr-19,11-Jun-19,Ongoing,Emergency Response,60,,,,
30 Apr 2019,Oxfam,International NGO,Water Sanitation and Hygiene (WASH),Train community volunteers in hygiene promotion and epidemic surveillance in coordination with MoH,,,in-kind,Southern Region,Phalombe,MW309,,,,11-Apr-19,11-Jun-19,Ongoing,Emergency Response,,,,,
30 Apr 2019,Oxfam,International NGO,Water Sanitation and Hygiene (WASH),Water quality equipment and consumables,,,in-kind,Southern Region,Phalombe,MW309,,,,11-Apr-19,11-Jun-19,Ongoing,Early Recovery,,,,,
30 Apr 2019,Oxfam,International NGO,Water Sanitation and Hygiene (WASH),communal latrines in communities,,,in-kind,Southern Region,Phalombe,MW309,,,,11-Apr-19,11-Jun-19,Ongoing,Emergency Response,1250,,,,
30 Apr 2019,Oxfam,International NGO,Water Sanitation and Hygiene (WASH),Bath shelter,,,in-kind,Southern Region,Phalombe,MW309,,,,11-Apr-19,11-Jun-19,Ongoing,Emergency Response,250,,,,
30 Apr 2019,Oxfam,International NGO,Water Sanitation and Hygiene (WASH),"Water Point Distribution (tank, installation and tapstand)",Oxfam,,in-kind,Southern Region,Nsanje,MW311,,,,11-Apr-19,11-Jun-19,Ongoing,Emergency Response,10000,,,,
30 Apr 2019,Oxfam,International NGO,Water Sanitation and Hygiene (WASH),Water trucking (3 trucks),,,in-kind,Southern Region,Nsanje,MW311,,,,11-Apr-19,11-Jun-19,Ongoing,Emergency Response,10000,,,,
30 Apr 2019,Oxfam,International NGO,Water Sanitation and Hygiene (WASH),Emergency latrines,,,in-kind,Southern Region,Nsanje,MW311,,,,11-Apr-19,11-Jun-19,Ongoing,Early Recovery,2250,,,,
30 Apr 2019,Oxfam,International NGO,Water Sanitation and Hygiene (WASH),rehabiliation borehole,,,in-kind,Southern Region,Nsanje,MW311,,,,11-Apr-19,11-Jun-19,Ongoing,Early Recovery,5000,,,,
30 Apr 2019,Oxfam,International NGO,Water Sanitation and Hygiene (WASH),drilling borehole,,,in-kind,Southern Region,Nsanje,MW311,,,,11-Apr-19,11-Jun-19,Ongoing,Early Recovery,1500,,,,
30 Apr 2019,Oxfam,International NGO,Water Sanitation and Hygiene (WASH),installation of water network (5 water points),,,in-kind,Southern Region,Nsanje,MW311,,,,11-Apr-19,11-Jun-19,Ongoing,Emergency Response,1500,,,,
30 Apr 2019,Oxfam,International NGO,Water Sanitation and Hygiene (WASH),Hygiene kits,,,in-kind,Southern Region,Nsanje,MW311,,,,11-Apr-19,11-Jun-19,Ongoing,Emergency Response,6250,,,,
30 Apr 2019,Oxfam,International NGO,Water Sanitation and Hygiene (WASH),Dignity kits,,,in-kind,Southern Region,Nsanje,MW311,,,,11-Apr-19,11-Jun-19,Ongoing,Emergency Response,,,,,
30 Apr 2019,Oxfam,International NGO,Water Sanitation and Hygiene (WASH),soap distribution,,,in-kind,Southern Region,Nsanje,MW311,,,,11-Apr-19,11-Jun-19,Ongoing,Emergency Response,,,,,
30 Apr 2019,Oxfam,International NGO,Water Sanitation and Hygiene (WASH),Awareness campaign,,,in-kind,Southern Region,Nsanje,MW311,,,,11-Apr-19,11-Jun-19,Ongoing,Emergency Response,,,,,
30 Apr 2019,Oxfam,International NGO,Water Sanitation and Hygiene (WASH),IEC Material,,,in-kind,Southern Region,Nsanje,MW311,,,,11-Apr-19,11-Jun-19,Ongoing,Emergency Response,,,,,
30 Apr 2019,Oxfam,International NGO,Water Sanitation and Hygiene (WASH),Community Based Volunteers (CBVs) supporting the WASH activities,,,in-kind,Southern Region,Nsanje,MW311,,,,11-Apr-19,11-Jun-19,Ongoing,Emergency Response,,,,,
30 Apr 2019,Oxfam,International NGO,Water Sanitation and Hygiene (WASH),Train community volunteers in hygiene promotion and epidemic surveillance in coordination with MoH,,,in-kind,Southern Region,Nsanje,MW311,,,,11-Apr-19,11-Jun-19,Ongoing,Emergency Response,,,,,
30 Apr 2019,Oxfam,International NGO,Water Sanitation and Hygiene (WASH),Water quality equipment and consumables,,,in-kind,Southern Region,Nsanje,MW311,,,,11-Apr-19,11-Jun-19,Ongoing,Early Recovery,,,,,
30 Apr 2019,Oxfam,International NGO,Water Sanitation and Hygiene (WASH),communal latrines in communities,,,in-kind,Southern Region,Nsanje,MW311,,,,11-Apr-19,11-Jun-19,Ongoing,Emergency Response,1250,,,,
30 Apr 2019,Oxfam,International NGO,Water Sanitation and Hygiene (WASH),Bath shelter,,,in-kind,Southern Region,Nsanje,MW311,,,,11-Apr-19,11-Jun-19,Ongoing,Early Recovery,,,,,
30 Apr 2019,Oxfam,International NGO,Agriculture,Agricultural inputs (cereal& maize seed and fertilizer),,,in-kind,Southern Region,Phalombe,MW309,,,,11-Apr-19,11-Jun-19,Ongoing,Early Recovery,,,,,
30 Apr 2019,Oxfam,International NGO,Agriculture,"Agricultural tools (hand hoes, watering cans and treadle pumps)",,,in-kind,Southern Region,Phalombe,MW309,,,,11-Apr-19,11-Jun-19,Ongoing,Early Recovery,,,,,
30 Apr 2019,Oxfam,International NGO,Food Security,Round 1 Cash transfers (unrestricted grant) including fees,,,Cash,Southern Region,Phalombe,MW309,,,,11-Apr-19,11-Jun-19,Ongoing,Early Recovery,,,,,
30 Apr 2019,Oxfam,International NGO,Food Security,Round 2 Cash transfers (unrestricted grant) including fees,,,Cash,Southern Region,Phalombe,MW309,,,,11-Apr-19,11-Jun-19,Ongoing,Early Recovery,,,,,
30 Apr 2019,Oxfam,International NGO,Food Security,Round Cash transfer (conditional) including fees,,,Cash,Southern Region,Phalombe,MW309,,,,11-Apr-19,11-Jun-19,Ongoing,Early Recovery,,,,,
30 Apr 2019,Oxfam,International NGO,Food Security,CBVs,,,Cash,Southern Region,Phalombe,MW309,,,,11-Apr-19,11-Jun-19,Ongoing,Early Recovery,,,,,
30 Apr 2019,Oxfam,International NGO,Agriculture,capacity building in agriculture,,,in-kind,Southern Region,Phalombe,MW309,,,,11-Apr-19,11-Jun-19,Ongoing,Early Recovery,,,,,
30 Apr 2019,Oxfam,International NGO,Agriculture,equipment and material for communal works,,,in-kind,Southern Region,Phalombe,MW309,,,,11-Apr-19,11-Jun-19,Ongoing,Early Recovery,,,,,
30 Apr 2019,Oxfam,International NGO,Agriculture,motor pumps for irrigation,,,in-kind,Southern Region,Phalombe,MW309,,,,11-Apr-19,11-Jun-19,Ongoing,Early Recovery,,,,,
30 Apr 2019,Oxfam,International NGO,Agriculture,food distribution,,,in-kind,Southern Region,Phalombe,MW309,,,,11-Apr-19,11-Jun-19,Ongoing,Early Recovery,,,,,
30 Apr 2019,Oxfam,International NGO,Agriculture,Agricultural inputs (cereal& maize seed and fertilizer),,,in-kind,Southern Region,Nsanje,MW311,,,,11-Apr-19,11-Jun-19,Ongoing,Early Recovery,,,,,
30 Apr 2019,Oxfam,International NGO,Agriculture,"Agricultural tools (hand hoes, watering cans and treadle pumps)",,,in-kind,Southern Region,Nsanje,MW311,,,,11-Apr-19,11-Jun-19,Ongoing,Early Recovery,,,,,
30 Apr 2019,Oxfam,International NGO,Food Security,Round 1 Cash transfers (unrestricted grant) including fees,,,Cash,Southern Region,Nsanje,MW311,,,,11-Apr-19,11-Jun-19,Ongoing,Early Recovery,,,,,
30 Apr 2019,Oxfam,International NGO,Food Security,Round 2 Cash transfers (unrestricted grant) including fees,,,Cash,Southern Region,Nsanje,MW311,,,,11-Apr-19,11-Jun-19,Ongoing,Early Recovery,,,,,
30 Apr 2019,Oxfam,International NGO,Food Security,Round Cash transfer (conditional) including fees,,,Cash,Southern Region,Nsanje,MW311,,,,11-Apr-19,11-Jun-19,Ongoing,Early Recovery,,,,,
30 Apr 2019,Oxfam,International NGO,Food Security,CBVs,,,Cash,Southern Region,Nsanje,MW311,,,,11-Apr-19,11-Jun-19,Ongoing,Early Recovery,,,,,
30 Apr 2019,Oxfam,International NGO,Agriculture,capacity building in agriculture,,,in-kind,Southern Region,Nsanje,MW311,,,,11-Apr-19,11-Jun-19,Ongoing,Early Recovery,,,,,
30 Apr 2019,Oxfam,International NGO,Agriculture,equipment and material for communal works,,,in-kind,Southern Region,Nsanje,MW311,,,,11-Apr-19,11-Jun-19,Ongoing,Early Recovery,,,,,
30 Apr 2019,Oxfam,International NGO,Agriculture,motor pumps for irrigation,,,in-kind,Southern Region,Nsanje,MW311,,,,11-Apr-19,11-Jun-19,Ongoing,Early Recovery,,,,,
30 Apr 2019,Oxfam,International NGO,Food Security,food distribution,,,in-kind,Southern Region,Nsanje,MW311,,,,11-Apr-19,11-Jun-19,Ongoing,,,,,,
30 Apr 2019,World Vision International,International NGO,Water Sanitation and Hygiene (WASH),Water treatment,DHO,,in-kind,Southern Region,Chikwawa,MW310,TA Ngabu,,,14-Mar-19,18-Mar-19,Completed,Emergency Response,7500,3600,3900,General Population,General Population
30 Apr 2019,World Vision International,International NGO,Water Sanitation and Hygiene (WASH),Water tmt,,,in-kind,Southern Region,Neno,MW313,TA Symon,,,14-Mar-19,18-Mar-19,Completed,Emergency Response,11710,5621,6089,General Population,General Population
30 Apr 2019,World Vision International,International NGO,Water Sanitation and Hygiene (WASH),Water tmt,,,in-kind,Southern Region,Chiradzulu,MW304,TA Mpama,,,14-Mar-19,18-Mar-19,Completed,Emergency Response,3195,1534,1661,General Population,General Population
30 Apr 2019,World Vision International,International NGO,Water Sanitation and Hygiene (WASH),Water tmt,,,in-kind,Southern Region,Chiradzulu,MW304,TA Mpama,,,14-Mar-19,18-Mar-19,Completed,Emergency Response,6460,3101,3359,General Population,General Population
30 Apr 2019,World Vision International,International NGO,Water Sanitation and Hygiene (WASH),Water tmt,,,in-kind,Southern Region,Zomba,MW303,TA Mlumbe,,,14-Mar-19,18-Mar-19,Completed,Emergency Response,2434,1168,1266,General Population,General Population
30 Apr 2019,World Vision International,International NGO,Water Sanitation and Hygiene (WASH),Water tmt,,,in-kind,Southern Region,Machinga,MW302,TA Mposa,,,14-Mar-19,18-Mar-19,Completed,Emergency Response,4805,2306,2499,General Population,General Population
30 Apr 2019,World Vision International,International NGO,Water Sanitation and Hygiene (WASH),Water tmt,,,in-kind,Southern Region,Machinga,MW302,TA Chamba,,,14-Mar-19,18-Mar-19,Completed,Emergency Response,2865,1375,1490,General Population,General Population
30 Apr 2019,World Vision International,International NGO,Water Sanitation and Hygiene (WASH),Water tmt,,,in-kind,Southern Region,Mulanje,MW308,Laston Njema,,,14-Mar-19,18-Mar-19,Completed,Emergency Response,7640,3667,3973,General Population,General Population
30 Apr 2019,World Vision International,International NGO,Water Sanitation and Hygiene (WASH),Water tmt,,,in-kind,Southern Region,Phalombe,MW309,TA Mkhumba,,,14-Mar-19,18-Mar-19,Completed,Emergency Response,3425,1644,1781,General Population,General Population
30 Apr 2019,World Vision International,International NGO,Water Sanitation and Hygiene (WASH),Water tmt,,,in-kind,Southern Region,Mulanje,MW308,TA Nkanda,,,14-Mar-19,18-Mar-19,Completed,Emergency Response,6265,3007,3258,General Population,General Population
30 Apr 2019,World Vision International,International NGO,Water Sanitation and Hygiene (WASH),Water tmt,,,in-kind,Southern Region,Balaka,MW312,TA Msamala,,,14-Mar-19,18-Mar-19,Completed,Emergency Response,4905,2354,2551,General Population,General Population
30 Apr 2019,World Vision International,International NGO,Water Sanitation and Hygiene (WASH),Water tmt,,,in-kind,Central Region,Ntcheu,MW209,TA Phambala,,,14-Mar-19,18-Mar-19,Completed,Emergency Response,705,338,367,General Population,General Population
